"name","address","addressUrl","email","phone","website2","hoursOfOperation","website"
"airsoft-depot","5065 Piney Grove Rd Cumming GA 30040","https://www.google.com/maps/search/?api=1&query=5065+Piney+Grove+Rd+Cumming+GA+30040","","678-208-1234","","[]",
"allstar-airsoft","4191 West St Covington GA 30014","https://www.google.com/maps/search/?api=1&query=4191+West+St+Covington+GA+30014","allstarairsoftllc@yahoo.com","678-658-6861","allstarairsoft.com","[]","http://www.allstarairsoft.com/"
"arkenstone-1-paintball-and-airsoft","3198 Cedarcrest Rd Acworth GA 30101","https://www.google.com/maps/search/?api=1&query=3198+Cedarcrest+Rd+Acworth+GA+30101","","770-974-2535","apbfields.com","[]","http://www.apbfields.com/"
"dforce1airsoft","Son Norman Road Norman Park GA 31771","https://www.google.com/maps/search/?api=1&query=Son+Norman+Road+Norman+Park+GA+31771","robert@dforce1airsoft.com","","","[]",
"elite-ops-airsoft","857 Hickory Flat Hwy Canton GA 30115","https://www.google.com/maps/search/?api=1&query=857+Hickory+Flat+Hwy+Canton+GA+30115","curtisclark13@gmail.com","678-880-8897","myeliteops.com","[]","http://www.myeliteops.com/"
"fort-13","247 Dicks Hill Pkwy Cornelia GA 30531","https://www.google.com/maps/search/?api=1&query=247+Dicks+Hill+Pkwy+Cornelia+GA+30531","info@fort13.com","706-778-0022","fort13.com","[{""day"":""Sunday"",""time"":""2:00pm -\n\t\t\t\t8:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""2:00pm -\n\t\t\t\t7:00pm""},{""day"":""Wednesday"",""time"":""2:00pm -\n\t\t\t\t7:00pm""},{""day"":""Thursday"",""time"":""2:00pm -\n\t\t\t\t7:00pm""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t10:00pm""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t10:00pm""}]","https://www.fort13.com/"
"swatt-airsoft","247 Dicks Hill Parkway Cornelia GA 30531","https://www.google.com/maps/search/?api=1&query=247+Dicks+Hill+Parkway+Cornelia+GA+30531","info@fort13.com","706-778-0022","fort13.com","[{""day"":""Sunday"",""time"":""1:00pm -\n\t\t\t\t7:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""11:00am -\n\t\t\t\t7:00pm""},{""day"":""Wednesday"",""time"":""11:00am -\n\t\t\t\t7:00pm""},{""day"":""Thursday"",""time"":""11:00am -\n\t\t\t\t7:00pm""},{""day"":""Friday"",""time"":""11:00am -\n\t\t\t\t11:00pm""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t11:00pm""}]","https://www.fort13.com/"
"fort-benning-airsoft","Dublinsky Street Fort Benning GA 31905","https://www.google.com/maps/search/?api=1&query=Dublinsky+Street+Fort+Benning+GA+31905","","","deanwalen.wixsite.com","[{""day"":""Sunday"",""time"":""8:00am -\n\t\t\t\t9:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t9:00pm""},{""day"":""Saturday"",""time"":""8:00am -\n\t\t\t\t10:00pm""}]","https://deanwalen.wixsite.com/fortbenningairsoftfi"
"fort-stewart-airsoft","Fort Stewart GA 31313","https://www.google.com/maps/search/?api=1&query=+Fort+Stewart+GA+31313","","","","[]",
"georgia-airsoft","305 Lakeview Dr Winterville GA 30683","https://www.google.com/maps/search/?api=1&query=305+Lakeview+Dr+Winterville+GA+30683","","","georgiaairsoft.com","[]","http://www.georgiaairsoft.com/"
"goldeagle-airsoft","Lawrenceville GA","https://www.google.com/maps/search/?api=1&query=+Lawrenceville+GA","","678-847-0008","geairsoft.com","[]","http://geairsoft.com/"
"hoppers-paintball-and-airsoft","1579 Grove Point Rd Savannah GA 31419","https://www.google.com/maps/search/?api=1&query=1579+Grove+Point+Rd+Savannah+GA+31419","","912-844-2883","hoppersga.com","[]","http://www.hoppersga.com/"
"power-ops","125 Milton Ave SE Atlanta GA 30315","https://www.google.com/maps/search/?api=1&query=125+Milton+Ave+SE+Atlanta+GA+30315","poweropsatl@gmail.com","","poweropsairsoft.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t11:00pm""}]","http://www.poweropsairsoft.com/"
"shanes-hot-shots","45 John Frank Ward Blvd McDonough GA 30253","https://www.google.com/maps/search/?api=1&query=45+John+Frank+Ward+Blvd+McDonough+GA+30253","paintballshane@gmail.com","678-432-7766","shaneshotshots.com","[]","http://www.shaneshotshots.com/"
"ss-airsoft","4729 Nelson Brogdon Blvd Sugar Hill GA 30518","https://www.google.com/maps/search/?api=1&query=4729+Nelson+Brogdon+Blvd+Sugar+Hill+GA+30518","","678-714-6001","ssairsoft.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t10:00pm""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t7:00pm""}]","http://www.ssairsoft.com/"
"team-airsoft","Old Town Rd Dawsonville GA 30534","https://www.google.com/maps/search/?api=1&query=Old+Town+Rd+Dawsonville+GA+30534","","404-323-5903","teamairsoft.com","[]","http://www.teamairsoft.com/"
"dogs-of-war-airsoft","Cowpens Street Kapolei HI 96707","https://www.google.com/maps/search/?api=1&query=Cowpens+Street+Kapolei+HI+96707","info@dogsofwar808.com","808-260-4084","dogsofwar808.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""11:00am -\n\t\t\t\t8:00pm""},{""day"":""Wednesday"",""time"":""11:00am -\n\t\t\t\t8:00pm""},{""day"":""Thursday"",""time"":""11:00am -\n\t\t\t\t8:00pm""},{""day"":""Friday"",""time"":""11:00am -\n\t\t\t\t8:00pm""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t8:00pm""}]","http://www.dogsofwar808.com/"
"dogs-of-war-oahu","1832 Cowpens St Kapolei HI 96707","https://www.google.com/maps/search/?api=1&query=1832+Cowpens+St+Kapolei+HI+96707","info@dogsofwar808.com","808-260-4084","dogsofwar808.com","[]","http://www.dogsofwar808.com/"
"hawaii-extreme-paintball-airsoft","Kapolei HI 96707","https://www.google.com/maps/search/?api=1&query=+Kapolei+HI+96707","","808-838-9324","hawaiiextremepaintball.com","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t4:00pm""}]","http://www.hawaiiextremepaintball.com/"
"kac-cqb-night-games","HI 96740","https://www.google.com/maps/search/?api=1&query=++HI+96740","","","","[]",
"kac-kealakekua","HI 96750","https://www.google.com/maps/search/?api=1&query=++HI+96750","","","","[]",
"kac-palisades","HI 96740","https://www.google.com/maps/search/?api=1&query=++HI+96740","","","","[]",
"tag-tactical-airgun-games-hawaii","2475 Nimitz Highway Honolulu HI 96819","https://www.google.com/maps/search/?api=1&query=2475+Nimitz+Highway+Honolulu+HI+96819","tacgameshi@gmail.com","808-630-6147","tacticalairgungames.com","[{""day"":""Sunday"",""time"":""8:30am -\n\t\t\t\t3:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""8:30am -\n\t\t\t\t3:00pm""}]","http://www.tacticalairgungames.com/"
"campaign-airsoft","ID","https://www.google.com/maps/search/?api=1&query=++ID","","","","[]",
"cqb-underground","Bonners Ferry ID 83805","https://www.google.com/maps/search/?api=1&query=+Bonners+Ferry+ID+83805","hello@cqbunderground.com","","cqbunderground.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""6:00pm -\n\t\t\t\t10:00pm""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""6:00pm -\n\t\t\t\t10:00pm""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]","http://www.cqbunderground.com/"
"badlandz-paintball","306 West Elms Court Ln Crete IL 60417","https://www.google.com/maps/search/?api=1&query=306+West+Elms+Court+Ln+Crete+IL+60417","info@thebadlandz.com","708-418-3335","thebadlandz.com","[{""day"":""Sunday"",""time"":""8:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""9:00am -\n\t\t\t\t3:00pm""},{""day"":""Saturday"",""time"":""8:00am -\n\t\t\t\t5:00pm""}]","http://www.thebadlandz.com/"
"bing-field-paintball-and-airsoft","3231 Edwardsville Rd Edwardsville IL 62025","https://www.google.com/maps/search/?api=1&query=3231+Edwardsville+Rd+Edwardsville+IL+62025","admin@bingshop.com","618-692-8271","bingfield.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]","http://bingfield.com/"
"legacy-paintball-and-airsoft-park","2807 Canal St Lockport IL 60441","https://www.google.com/maps/search/?api=1&query=2807+Canal+St+Lockport+IL+60441","play@legacypaintball.com","815-838-2711","legacypaintball.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://www.legacypaintball.com/"
"paintball-explosion-pbx","601 Dundee Avenue East Dundee IL 60118","https://www.google.com/maps/search/?api=1&query=601+Dundee+Avenue+East+Dundee+IL+60118","","847-426-2662","pbbomb.com","[{""day"":""Sunday"",""time"":""8:00am -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]","https://www.pbbomb.com/"
"ronin-airsoft-home-field","Cordova IL 61242","https://www.google.com/maps/search/?api=1&query=++Cordova+IL+61242","","","","[]",
"saltfork-paintball","2150 County Rd 1600 N St Joseph IL 61873","https://www.google.com/maps/search/?api=1&query=2150+County+Rd+1600+N+St+Joseph+IL+61873","","217-778-7793","saltforkpaintball.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t5:00pm""}]","http://www.saltforkpaintball.com/"
"sinnissippi-rod-and-gun-club","23181 Moline Rd Sterling IL 61081","https://www.google.com/maps/search/?api=1&query=23181+Moline+Rd+Sterling+IL+61081","","","","[]",
"urban-warfare-paintball","IL","https://www.google.com/maps/search/?api=1&query=++IL","","","","[]",
"urban-warfare-paintball","14088 Prairie Commerical Park Bloomington IL 61704","https://www.google.com/maps/search/?api=1&query=14088+Prairie+Commerical+Park+Bloomington+IL+61704","jason@paintballurbanwarfare.com","309-261-2596","paintballurbanwarfare.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]","http://www.paintballurbanwarfare.com/"
"airsoft-revolution","4341 W 500 N Huntington IN 46750","https://www.google.com/maps/search/?api=1&query=4341+W+500+N+Huntington+IN+46750","meanmrbubbles@gmail.com","260-224-8710","","[]",
"asoc-pit","South 750 West Delphi IN 46923","https://www.google.com/maps/search/?api=1&query=South+750+West+Delphi+IN+46923","","","","[]",
"blackops-meat-grinder","Goshen IN 46528","https://www.google.com/maps/search/?api=1&query=+Goshen+IN+46528","blackopsguy1@icloud.com","574-800-7672","blackopsandlasertag.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t9:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""5:00pm -\n\t\t\t\t9:00pm""},{""day"":""Wednesday"",""time"":""5:00pm -\n\t\t\t\t9:00pm""},{""day"":""Thursday"",""time"":""5:00pm -\n\t\t\t\t9:00pm""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t12:00am""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t12:00am""}]","http://blackopsandlasertag.com/"
"blast-camp","563 W 600 N Hobart IN 46342","https://www.google.com/maps/search/?api=1&query=563+W+600+N+Hobart+IN+46342","support@blastcamp.com","219-947-7733","blastcamp.com","[]","http://www.blastcamp.com/"
"butler-indiana-airsoft","6642 S Shore Dr Butler IN 46721","https://www.google.com/maps/search/?api=1&query=6642+S+Shore+Dr+Butler+IN+46721","","","bpd35.proboards.com","[]","http://bpd35.proboards.com/"
"felker-airsoft-functions","1179 South Lockenour Lane Salem IN 47167","https://www.google.com/maps/search/?api=1&query=1179+South+Lockenour+Lane+Salem+IN+47167","redpawnllc@gmail.com","","","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t6:00pm""}]",
"htk-airsoft","East 550 South Loogootee IN 47553","https://www.google.com/maps/search/?api=1&query=East+550+South+Loogootee+IN+47553","egunderwood@yahoo.com","812-661-7552","htkairsoft.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t4:00pm""}]","http://www.htkairsoft.com/"
"jokers-circus-airsoft-field","N Curry Pike Bloomington IN 47404","https://www.google.com/maps/search/?api=1&query=+N+Curry+Pike+Bloomington+IN+47404","","","airsoft-indiana.com","[]","http://www.airsoft-indiana.com/forum"
"mccordsville-training-grounds","2307 W 700 N McCordsville IN 46055","https://www.google.com/maps/search/?api=1&query=2307+W+700+N+McCordsville+IN+46055","","","facebook.com","[]","https://www.facebook.com/groups/764842086976443"
"mission-12-tactical-tag","Bedford IN 47421","https://www.google.com/maps/search/?api=1&query=++Bedford+IN+47421","","","","[]",
"paintball-plex","6485 Merchants Dr LaOtto IN 46763","https://www.google.com/maps/search/?api=1&query=6485+Merchants+Dr+LaOtto+IN+46763","","260-357-1560","paintballplex.com","[]","http://paintballplex.com/"
"spec-ops-group","285 Morton Ave Martinsville IN 46151","https://www.google.com/maps/search/?api=1&query=285+Morton+Ave+Martinsville+IN+46151","RJ@specopsgroup.info","3172470410","specopsgroup.us","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t8:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""11:00am -\n\t\t\t\t7:00pm""},{""day"":""Friday"",""time"":""11:00am -\n\t\t\t\t8:00pm""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t8:00pm""}]","http://www.specopsgroup.us/"
"surge-strike-airsoft","County Road 11A Auburn IN 46706","https://www.google.com/maps/search/?api=1&query=County+Road+11A+Auburn+IN+46706","Surgestriketechnics@gmail.com","260-570-8373","","[]",
"the-boneyard","3905 W Nelson Ln Bloomington IN 47404","https://www.google.com/maps/search/?api=1&query=3905+W+Nelson+Ln+Bloomington+IN+47404","Airsoftintheboneyard@gmail.com","8123022663","Boneyardairsoft.com","[]","http://boneyardairsoft.com/"
"archey-field-sport-airsoft","East 56th Street Altoona IA 50009","https://www.google.com/maps/search/?api=1&query=East+56th+Street+Altoona+IA+50009","","","","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]",
"central-city-airsoft","5117 Hill's Mill Rd Central City IA 52214","https://www.google.com/maps/search/?api=1&query=5117+Hill%27s+Mill+Rd+Central+City+IA+52214","","","","[]",
"doa-airsoft-and-paintball-field","Quail Ridge Avenue St Charles IA 50240","https://www.google.com/maps/search/?api=1&query=Quail+Ridge+Avenue+St+Charles+IA+50240","","","doapaintballfield.com","[{""day"":""Sunday"",""time"":""8:30am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""8:30am -\n\t\t\t\t5:00pm""},{""day"":""Tuesday"",""time"":""8:30am -\n\t\t\t\t5:00pm""},{""day"":""Wednesday"",""time"":""8:30am -\n\t\t\t\t5:00pm""},{""day"":""Thursday"",""time"":""8:30am -\n\t\t\t\t5:00pm""},{""day"":""Friday"",""time"":""8:30am -\n\t\t\t\t5:00pm""},{""day"":""Saturday"",""time"":""8:30am -\n\t\t\t\t5:00pm""}]","http://www.doapaintballfield.com/airsoft.html"
"airsoft-zone","U.S. 24 Topeka KS 66618","https://www.google.com/maps/search/?api=1&query=U.S.+24+Topeka+KS+66618","airsoftzoneusa@gmail.com","785-730-2803","airsoftzoneusa.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""4:00pm -\n\t\t\t\t8:00pm""},{""day"":""Wednesday"",""time"":""4:00pm -\n\t\t\t\t8:00pm""},{""day"":""Thursday"",""time"":""4:00pm -\n\t\t\t\t8:00pm""},{""day"":""Friday"",""time"":""4:00pm -\n\t\t\t\t8:00pm""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://www.airsoftzoneusa.com/"
"rottenwood-creek-emmet-ks-area-406-topeka-ks","KS","https://www.google.com/maps/search/?api=1&query=++KS","Trusty2029@gmail.com","785-861-6699","","[{""day"":""Sunday"",""time"":""11:30am -\n\t\t\t\t6:30pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:30am -\n\t\t\t\t6:30pm""}]",
"center-mass-airsoft","921 N 55th St Kansas City KS 66102","https://www.google.com/maps/search/?api=1&query=921+N+55th+St+Kansas+City+KS+66102","centermassairsoft@gmail.com","816-866-0478","centermassairsoft.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t4:00pm""}]","http://www.centermassairsoft.com/"
"dmz-airsoft","71st Road Winfield KS 67156","https://www.google.com/maps/search/?api=1&query=71st+Road+Winfield+KS+67156","","","","[]",
"dmz-airsoft","71st Road Winfield KS 67156","https://www.google.com/maps/search/?api=1&query=71st+Road+Winfield+KS+67156","Waylonchase1996@gmail.com","620-590-9888","","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]",
"dmz-airsoft","71st Road Winfield KS 67156","https://www.google.com/maps/search/?api=1&query=71st+Road+Winfield+KS+67156","Waylonchase1996@gmail.com","620-590-9888","","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]",
"elite-sports-paintball-airsoft","7928 S Old Hwy 81 Assaria KS 67416","https://www.google.com/maps/search/?api=1&query=7928+S+Old+Hwy+81+Assaria+KS+67416","elitesportsdirect@gmail.com","785-667-4096","salinapaintballcomplex.com","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t6:00pm""}]","http://www.salinapaintballcomplex.com/"
"foxhole-paintball-airsoft","Junction City KS 66441","https://www.google.com/maps/search/?api=1&query=+Junction+City+KS+66441","foxholepb@gmail.com","785-410-1709","foxholepba.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]","http://foxholepba.com/"
"jackson-williams","Cherryvale KS 67335","https://www.google.com/maps/search/?api=1&query=+Cherryvale+KS+67335","themastersfield7@hotmail.com","620-336-3054","themastersfield.com","[]","http://themastersfield.com/"
"wichita-airsoft","4305 N Ridge Rd Wichita KS 67205","https://www.google.com/maps/search/?api=1&query=4305+N+Ridge+Rd+Wichita+KS+67205","wichitaairsoft1775@gmail.com","","","[]",
"acs-airsoft-pro-shop","7400 Old Highway 60 West West Paducah KY 42086","https://www.google.com/maps/search/?api=1&query=7400+Old+Highway+60+West+West+Paducah+KY+42086","sales@acsairsoft.net","270-564-4126","/us/kentucky/fields/281/acs-airsoft-pro-shop","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""10:00am -\n\t\t\t\t6:00pm""},{""day"":""Thursday"",""time"":""10:00am -\n\t\t\t\t6:00pm""},{""day"":""Friday"",""time"":""10:00am -\n\t\t\t\t6:00pm""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]","https://airsoftc3.com/us/kentucky/fields/281/acs-airsoft-pro-shop"
"bluegrass-battlegrounds","KY","https://www.google.com/maps/search/?api=1&query=++KY","","","","[]",
"eagles-landing-airsoft","Lipscomb Road Covington KY 41015","https://www.google.com/maps/search/?api=1&query=Lipscomb+Road+Covington+KY+41015","","","facebook.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]","https://www.facebook.com/Eagles-Landing-Airsoft-112702660167565/"
"this-is-anarchy-lol-its-a-test","Lexington KY","https://www.google.com/maps/search/?api=1&query=+Lexington+KY","gabeandbell@gmail.com","859-489-9482","","[{""day"":""Sunday"",""time"":""1:00pm -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""1:00pm -\n\t\t\t\t6:00pm""}]",
"paintball-asylum","Louisville KY","https://www.google.com/maps/search/?api=1&query=++Louisville+KY","","","","[]",
"cajun-airsoft","8070 E Texas St. Bossier City LA 71111","https://www.google.com/maps/search/?api=1&query=8070+E+Texas+St.+Bossier+City+LA+71111","cajunairsoft@suddenlink.net","318-752-5779","","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t7:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t8:00pm""}]",
"ironsight-airsoft","8380 Elliott Rd Lake Charles LA 70605","https://www.google.com/maps/search/?api=1&query=8380+Elliott+Rd+Lake+Charles+LA+70605","bo@ironsightairsoft.com","337-802-7280","ironsightairsoft.com","[{""day"":""Sunday"",""time"":""9:30am -\n\t\t\t\t3:30pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:30am -\n\t\t\t\t3:30pm""}]","http://www.ironsightairsoft.com/"
"paintball-command","Emile Strain Road Mandeville LA 70471","https://www.google.com/maps/search/?api=1&query=Emile+Strain+Road+Mandeville+LA+70471","","","paintballcommand.com","[{""day"":""Sunday"",""time"":""8:30am -\n\t\t\t\t4:30pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""3:00pm -\n\t\t\t\t6:00pm""},{""day"":""Friday"",""time"":""3:00pm -\n\t\t\t\t6:00pm""},{""day"":""Saturday"",""time"":""8:30am -\n\t\t\t\t4:30pm""}]","http://paintballcommand.com/"
"ramone-scott","New Orleans LA 70119","https://www.google.com/maps/search/?api=1&query=+New+Orleans+LA+70119","millionairero23@gmail.com","504-300-6701","","[]",
